SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,NPOPCHG_2020,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,BIRTHS2020,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,DEATHS2020,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,NATURALINC2020,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,INTERNATIONALMIG2020,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,DOMESTICMIG2020,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,NETMIG2020,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,RESIDUAL2020,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RBIRTH2020,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RDEATH2020,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RNATURALINC2020,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RINTERNATIONALMIG2020,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RDOMESTICMIG2020,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019,RNETMIG2020
040,4,9,41,Oregon,3831074,3831083,3837614,3872672,3900102,3924110,3965447,4018542,4093271,4147294,4183538,4216116,4241507,6531,35058,27430,24008,41337,53095,74729,54023,36244,32578,25391,11877,45391,44921,45000,45471,45669,45655,44612,42925,42172,42070,7823,32496,32947,33416,33805,35389,35336,36822,36329,36504,39735,4054,12895,11974,11584,11666,10280,10319,7790,6596,5668,2335,1710,10740,4676,3706,7240,5616,13081,8316,3592,2272,1908,986,11431,10901,8781,22264,36911,51130,37826,26053,24649,21128,2696,22171,15577,12487,29504,42527,64211,46142,29645,26921,23036,-219,-8,-121,-63,167,288,199,91,3,-11,20,11.774141711,11.558550397,11.502755805,11.526882942,11.440146022,11.256423194,10.827412926,10.305093177,10.04136599,9.9484216783,8.4292593037,8.4775396789,8.5416908438,8.5695559332,8.8649921737,8.7122323949,8.936765865,8.7215778688,8.6917865903,9.3962570807,3.3448824077,3.0810107177,2.9610649609,2.9573270083,2.5751538485,2.5441907993,1.8906470612,1.583515308,1.3495793993,0.5521645975,2.7858888762,1.2031740534,0.9473158447,1.8353375228,1.4068155655,3.2251729669,2.0183082107,0.8623388396,0.540974664,0.4511906005,2.9651299576,2.8049188102,2.2445710827,5.6439163821,9.246255224,12.606306383,9.1804384772,6.2545973799,5.8690512728,4.9962028338,5.7510188338,4.0080928636,3.1918869274,7.4792539049,10.65307079,15.83147935,11.198746688,7.1169362196,6.4100259368,5.4473934343
040,1,2,42,Pennsylvania,12702379,12702891,12711406,12747052,12769123,12779538,12792392,12789838,12788468,12794679,12809107,12798883,12783254,8515,35646,22071,10415,12854,-2554,-1370,6211,14428,-10224,-15629,36111,142930,142104,141798,142223,141905,140389,137728,137444,134840,133740,30211,127734,125533,130942,126730,132748,129972,135728,135227,134010,143283,5900,15196,16571,10856,15493,9157,10417,2000,2217,830,-9543,5695,28385,26413,30378,35522,32725,38966,32239,32997,14722,14523,-1692,-7549,-19202,-29896,-36701,-43643,-50371,-27494,-20340,-25745,-20854,4003,20836,7211,482,-1179,-10918,-11405,4745,12657,-11023,-6331,-1388,-386,-1711,-923,-1460,-793,-382,-534,-446,-31,245,11.228488387,11.138346559,11.10022948,11.123368475,11.094028941,10.977192938,10.767088193,10.736224713,10.531088149,10.455733233,10.034700452,9.8394841703,10.250400207,9.9116492185,10.37814139,10.162674573,10.610735263,10.563047199,10.466264631,11.201800694,1.1937879348,1.2988623883,0.8498292729,1.2117192562,0.7158875516,0.8145183657,0.1563529303,0.1731775137,0.064823518,-0.746067461,2.2299072473,2.0702946268,2.3780502626,2.7782025056,2.5584165258,3.0468006755,2.5203310601,2.5775094355,1.1497973875,1.1354016281,-0.593044559,-1.50508452,-2.340318344,-2.870412988,-3.411977767,-3.938572007,-2.149383733,-1.588827527,-2.010700567,-1.630356369,1.6368626882,0.5652101069,0.0377319187,-0.092210482,-0.853561242,-0.891771332,0.3709473272,0.9886819082,-0.860903179,-0.494954741
040,1,1,44,Rhode Island,1052567,1052970,1053994,1053829,1054893,1055560,1056511,1056886,1057816,1056554,1059338,1058158,1057125,1024,-165,1064,667,951,375,930,-1262,2784,-1180,-1033,2871,10998,11006,10873,10726,10874,10975,10577,10737,10459,10447,2330,9755,9315,9631,9697,10077,9828,10043,10039,9996,10470,541,1243,1691,1242,1029,797,1147,534,698,463,-23,1704,4585,4507,3938,3607,4654,4242,2282,4631,1295,1193,-1171,-6005,-5087,-4474,-3574,-5027,-4436,-4048,-2522,-2950,-2234,533,-1420,-580,-536,33,-373,-194,-1766,2109,-1655,-1041,-50,12,-47,-39,-111,-49,-23,-30,-23,12,31,10.435411322,10.438549984,10.303948963,10.156855522,10.29054172,10.379713075,10.004871427,10.148911192,9.8786491214,9.8776381222,9.2559954038,8.8347349722,9.1269504699,9.182456461,9.5363057674,9.2949266611,9.4997564286,9.4891421679,9.4413401489,9.8993846213,1.1794159187,1.6038150121,1.1769984927,0.9743990614,0.7542359528,1.0847864144,0.5051149988,0.6597690241,0.4373089725,-0.021746499,4.3504601667,4.2746270016,3.7319002129,3.4156048731,4.4042837195,4.0119127896,2.1585625978,4.3773500727,1.2231428064,1.1279814569,-5.697821876,-4.824723221,-4.239848033,-3.384355924,-4.757269931,-4.195390178,-3.829036545,-2.383864583,-2.786309868,-2.112246919,-1.347361709,-0.550096219,-0.50794782,0.0312489495,-0.352986211,-0.183477388,-1.670473947,1.9934854898,-1.563167061,-0.984265462
040,3,5,45,South Carolina,4625364,4625358,4635846,4672655,4719027,4766469,4826858,4896006,4963031,5027102,5091702,5157702,5218040,10488,36809,46372,47442,60389,69148,67025,64071,64600,66000,60338,14175,57479,57551,56587,57314,58286,57856,56797,56970,56755,56554,9656,42032,42074,44670,44535,46871,47261,48802,50406,51436,55751,4519,15447,15477,11917,12779,11415,10595,7995,6564,5319,803,1382,3404,6470,5742,6936,7986,5811,6493,6869,7353,6023,4464,17887,23940,29302,39900,49197,50446,49430,51073,53390,53671,5846,21291,30410,35044,46836,57183,56257,55923,57942,60743,59694,123,71,485,481,774,550,173,153,94,-62,-159,12.349786502,12.255738642,11.931268539,11.948722273,11.989471415,11.736643244,11.37061939,11.260224034,11.0747903,10.901196271,9.0308847794,8.9598434019,9.418590235,9.2845787494,9.6413978433,9.5873461069,9.7700400986,9.9628375053,10.036876291,10.74641216,3.3189017222,3.2958952401,2.5126783038,2.6641435239,2.3480735717,2.1492971372,1.6005792916,1.2973865291,1.0379140094,0.1547841109,0.7313744716,1.3778149643,1.2106905111,1.4460051242,1.642725847,1.1788169575,1.2998825942,1.3576703334,1.4348151366,1.1609772101,3.8431536936,5.0981283225,6.1782747049,8.3182820725,10.119857688,10.233453835,9.8957641505,10.094671267,10.418166754,10.345476979,4.5745281652,6.4759432868,7.3889652159,9.7642871967,11.762583535,11.412270793,11.195646745,11.452341601,11.85298189,11.506454189
040,2,4,46,South Dakota,814180,814198,816193,823740,833859,842751,849670,854663,863693,873732,879386,887127,892717,1995,7547,10119,8892,6919,4993,9030,10039,5654,7741,5590,3030,11790,11896,12055,12436,12262,12223,12260,12148,11697,11686,1931,7287,7409,7279,7158,7742,7750,8075,7924,7455,7920,1099,4503,4487,4776,5278,4520,4473,4185,4224,4242,3766,198,1369,2242,228,1189,1734,3337,3846,638,2334,1856,685,1676,3287,3790,370,-1226,1240,2012,798,1160,-21,883,3045,5529,4018,1559,508,4577,5858,1436,3494,1835,13,-1,103,98,82,-35,-20,-4,-6,5,-11,14.3786362,14.353290512,14.380207681,14.696106938,14.389206804,14.226388478,14.112839403,13.858736263,13.243038687,13.131487928,8.8869484302,8.9394358949,8.6829972385,8.4588881844,9.0850790309,9.0202495874,9.2953652676,9.0398934926,8.4403567933,8.8996563744,5.4916877702,5.4138546174,5.6972104425,6.2372187535,5.3041277732,5.2061388909,4.8174741356,4.8188427704,4.8026818937,4.2318315538,1.6695804036,2.7051174621,0.2719773829,1.4050877412,2.0348136192,3.8839448869,4.4272414637,0.7278460434,2.6424939981,2.0855760392,2.0439859433,3.9659772961,4.5210275496,0.4372434518,-1.438685984,1.443239934,2.3160711973,0.9103779666,1.3133217814,-0.023597574,3.7135663469,6.6710947581,4.7930049326,1.842331193,0.5961276347,5.3271848208,6.743312661,1.63822401,3.9558157794,2.0619784655
040,3,6,47,Tennessee,6346105,6346281,6355518,6400298,6455752,6496943,6544617,6595354,6651277,6714748,6778180,6830325,6886834,9237,44780,55454,41191,47674,50737,55923,63471,63432,52145,56509,19682,78628,80323,80252,80448,81883,81477,80297,81500,80559,80474,14301,60184,60654,63481,63582,66114,66665,69118,70923,69815,73874,5381,18444,19669,16771,16866,15769,14812,11179,10577,10744,6600,1190,9350,8627,10586,8250,10702,8066,9540,10424,3777,3280,2835,16969,26758,13411,22183,24170,32993,42680,42418,37685,46732,4025,26319,35385,23997,30433,34872,41059,52220,52842,41462,50012,-169,17,400,423,375,96,52,72,13,-61,-103,12.328180338,12.495751028,12.391552492,12.337174387,12.463193412,12.301542936,12.0150905,12.080402415,11.83950772,11.733333411,9.4363230075,9.4358687155,9.8019755734,9.7506739991,10.063035908,10.065200729,10.342341871,10.512618166,10.260495183,10.771035023,2.89185733,3.0598823122,2.5895769182,2.586500388,2.4001575042,2.2363422066,1.6727486295,1.5677842496,1.5790125366,0.9622983885,1.4659979416,1.3420918556,1.634563309,1.2651860667,1.6289229253,1.2178190817,1.4274999486,1.5451057028,0.5550940386,0.4782331385,2.6605902751,4.1627093859,2.070765968,3.4018936385,3.678851346,4.9813420484,6.386341489,6.2874418362,5.5384481984,6.8136558015,4.1265882167,5.5048012414,3.705329277,4.6670797052,5.3077742713,6.1991611301,7.8138414375,7.832547539,6.093542237,7.29188894
040,3,7,48,Texas,25145561,25146072,25241897,25645504,26084120,26479646,26963092,27468531,27914064,28291024,28624564,28986794,29360759,95825,403607,438616,395526,483446,505439,445533,376960,333540,362230,373965,92798,381711,378107,384426,394317,402268,402564,389353,381430,377278,378318,41022,168142,169190,178641,180742,187833,188784,194127,202260,203427,220988,51776,213569,208917,205785,213575,214435,213780,195226,179170,173851,157330,14908,69106,84838,79571,106776,117265,110382,96215,69138,66791,54650,27943,120571,141603,107618,159828,172183,120979,84806,84638,121411,162299,42851,189677,226441,187189,266604,289448,231361,181021,153776,188202,216949,1198,361,3258,2552,3267,1556,392,713,594,177,-314,15.002180992,14.618586828,14.627034144,14.756616699,14.780672625,14.537563652,13.854724327,13.403357969,13.097347922,12.967741766,6.6083940895,6.5413195348,6.7971157166,6.763949856,6.9016130568,6.8174486948,6.9078087735,7.1073674931,7.062044953,7.5748849313,8.3937869022,8.0772672927,7.8299184271,7.9926668428,7.879059568,7.7201149567,6.9469155533,6.2959904763,6.0353029693,5.392856835,2.7160357433,3.2800547709,3.0275988977,3.9959030542,4.3087085608,3.9861620785,3.4237113907,2.4294926023,2.3186747308,1.8732576497,4.7387368044,5.4747353277,4.094759877,5.9812803753,6.3265796796,4.368845483,3.0177339105,2.9741588543,4.2148286107,5.5631810301,7.4547725477,8.7547900986,7.1223587747,9.9771834295,10.63528824,8.3550075615,6.4414453012,5.4036514566,6.5335033415,7.4364386798
040,4,8,49,Utah,2763885,2763891,2775413,2814797,2854146,2898773,2938327,2983626,3044241,3103540,3155153,3203383,3249879,11522,39384,39349,44627,39554,45299,60615,59299,51613,48230,46496,13749,51933,50438,51860,50825,50999,50845,49487,47581,47576,47611,3677,15011,15470,16268,16291,17263,17788,17856,18274,18011,19080,10072,36922,34968,35592,34534,33736,33057,31631,29307,29565,28531,1019,2900,5272,3545,5513,4148,7669,9255,6112,2616,2189,485,-393,-783,5591,-269,7612,19856,18362,16191,16004,15689,1504,2507,4489,9136,5244,11760,27525,27617,22303,18620,17878,-54,-45,-108,-101,-224,-197,33,51,3,45,87,18.57998179,17.794498904,18.029108354,17.414469514,17.223709813,16.869980708,16.099142113,15.204771987,14.964450937,14.755638311,5.3704601437,5.4578075666,5.6555637234,5.5818814137,5.830171229,5.9019218573,5.8089252041,5.8395578757,5.6651405292,5.9132885043,13.209521646,12.336691337,12.37354463,11.8325881,11.393538584,10.968058851,10.290216909,9.365214111,9.2993104073,8.842349807,1.0375281072,1.859958726,1.2324178387,1.8889517055,1.4008891999,2.5445153319,3.0108424487,1.9531234397,0.8228309158,0.6784165899,-0.140602947,-0.276241973,1.9437089241,-0.092169057,2.5707735269,6.5880683831,5.9735374438,5.173923693,5.0338631408,4.8623471354,0.8969251602,1.5837167528,3.1761267628,1.7967826489,3.9716627268,9.1325837149,8.9843798925,7.1270471327,5.8566940566,5.5407637254
040,1,1,50,Vermont,625741,625727,625886,627197,626361,626603,625693,625810,624366,625132,624802,624046,623347,159,1311,-836,242,-910,117,-1444,766,-330,-756,-699,1653,6057,6088,5985,6111,5978,5843,5750,5428,5448,5331,1326,5437,5459,5560,5602,5912,5812,6021,6004,5842,6129,327,620,629,425,509,66,31,-271,-576,-394,-798,109,1295,337,432,390,2251,758,1919,551,635,542,-217,-594,-1754,-536,-1721,-2162,-2216,-855,-285,-996,-462,-108,701,-1417,-104,-1331,89,-1458,1064,266,-361,80,-60,-10,-48,-79,-88,-38,-17,-27,-20,-1,19,9.6673564321,9.7131524828,9.5533471033,9.7596734318,9.5533130963,9.3474838743,9.2036962044,8.6852585817,8.7248408133,8.5474265127,8.6777970813,8.709608969,8.874955705,8.9467665791,9.4478399173,9.297890857,9.6374704081,9.6069072447,9.3558223259,9.8268949722,0.9895593508,1.0035435137,0.6783913983,0.8129068527,0.105473179,0.0495930173,-0.433774204,-0.921648663,-0.630981513,-1.279468459,2.0669021924,0.5376695773,0.6895649037,0.6228559382,3.597274637,1.2126292618,3.071633568,0.8816465509,1.0169372093,0.8690124123,-0.948061701,-2.798434536,-0.855571269,-2.748551461,-3.455045653,-3.54510085,-1.36854961,-0.456024078,-1.595070017,-0.740744898,1.1188404918,-2.260764959,-0.166006366,-2.125695522,0.1422289839,-2.332471588,1.7030839585,0.4256224729,-0.578132807,0.1282675147
040,3,5,51,Virginia,8001024,8001046,8024004,8102437,8187456,8255861,8315430,8367303,8417651,8471011,8510920,8556642,8590563,22958,78433,85019,68405,59569,51873,50348,53360,39909,45722,33921,25723,102350,102773,102491,102559,103221,104026,100149,100976,98870,98147,14652,60455,60213,63446,62616,65251,65337,67942,68844,70037,75821,11071,41895,42560,39045,39943,37970,38689,32207,32132,28833,22326,5990,23466,37768,26352,35428,39097,36646,33741,17189,25830,20721,5544,12941,4483,3111,-16114,-25347,-25020,-12510,-9321,-8892,-9130,11534,36407,42251,29463,19314,13750,11626,21231,7868,16938,11591,353,131,208,-103,312,153,33,-78,-91,-49,4,12.693439303,12.618007988,12.465976299,12.377913103,12.374591142,12.395148655,11.859909329,11.892169389,11.585720327,11.447579941,7.4976245534,7.3926820759,7.7169344847,7.5571661858,7.8225791901,7.7851866618,8.0458712478,8.1079118741,8.207030389,8.8435403904,5.1958147492,5.2253259122,4.7490418144,4.8207469171,4.5520119515,4.6099619933,3.8140380807,3.7842575146,3.3786899383,2.6040395505,2.9102515552,4.636985645,3.2051927236,4.2758286002,4.6871217084,4.3665296908,3.9956984159,2.0243869793,3.0267943365,2.4168370297,1.6049418467,0.5504026331,0.3783908076,-1.944809249,-3.038710744,-2.981241414,-1.481467271,-1.09775502,-1.041976587,-1.064896582,4.5151934019,5.1873882781,3.5835835312,2.3310193515,1.6484109648,1.3852882766,2.5142311451,0.9266319596,1.9848177496,1.3519404474
040,4,9,53,Washington,6724540,6724540,6743009,6827479,6898599,6966252,7057531,7167287,7299961,7427951,7526793,7614024,7693612,18469,84470,71120,67653,91279,109756,132674,127990,98842,87231,79588,22233,86692,86710,87251,87370,88779,90458,88947,86748,86235,86443,11846,49817,49429,51307,51279,53857,54714,56064,56834,58488,63769,10387,36875,37281,35944,36091,34922,35744,32883,29914,27747,22674,6084,20171,22202,19729,30898,33108,29102,30495,23605,23434,18301,2299,27355,11986,11979,24414,41636,67588,64346,45220,35962,38473,8383,47526,34188,31708,55312,74744,96690,94841,68825,59396,56774,-301,69,-349,1,-124,90,240,266,103,88,140,12.77654864,12.634344639,12.585926816,12.460261258,12.482268666,12.505211772,12.078697917,11.601402204,11.391062979,11.294101846,7.3419614682,7.2022029891,7.4010171476,7.3131479573,7.5722585695,7.5638435174,7.6132991561,7.6007987833,7.7258710676,8.3316587878,5.4345871718,5.4321416504,5.1849096683,5.1471133003,4.9100100964,4.9413682547,4.4653987612,4.0006034206,3.6651919114,2.9624430578,2.97277445,3.2350100298,2.8459014814,4.4065142765,4.6549628965,4.0231563045,4.1411165412,3.1568577837,3.0954736458,2.3910942225,4.031542565,1.7464566353,1.7279666402,3.4817994545,5.8539940546,9.3435876678,8.7379663865,6.0475792832,4.7503381092,5.0266416055,7.004317015,4.9814666651,4.5738681216,7.888313731,10.508956951,13.366743972,12.879082928,9.2044370669,7.8458117551,7.4177358281
040,3,5,54,West Virginia,1852994,1853008,1854265,1856606,1857446,1854768,1850569,1843332,1832435,1818683,1805953,1795263,1784787,1257,2341,840,-2678,-4199,-7237,-10897,-13752,-12730,-10690,-10476,5100,20469,20687,20938,20575,20089,19342,18952,18589,17839,17571,5227,21901,21496,22249,21654,22757,22458,23139,23625,22767,24297,-127,-1432,-809,-1311,-1079,-2668,-3116,-4187,-5036,-4928,-6726,124,2133,1133,885,1238,1476,1290,592,54,1185,996,1317,1665,662,-2158,-4298,-5989,-9056,-10139,-7734,-6929,-4742,1441,3798,1795,-1273,-3060,-4513,-7766,-9547,-7680,-5744,-3746,-57,-25,-146,-94,-60,-56,-15,-18,-14,-18,-4,11.031911376,11.1398548,11.280599664,11.10560254,10.87684808,10.524062053,10.381477673,10.257029947,9.9072091205,9.8160640215,11.803697838,11.575497597,11.986916703,11.688005706,12.321391396,12.219490517,12.675021733,13.035791732,12.64406245,13.573553442,-0.771786462,-0.435642797,-0.706317039,-0.582403166,-1.444543316,-1.695428464,-2.29354406,-2.778761785,-2.73685333,-3.757489421,1.1495953376,0.6101153134,0.4768044084,0.6682253193,0.7991551479,0.7018943257,0.3242842329,0.0297960954,0.658111038,0.5564168098,0.8973634492,0.3564839695,-1.16264849,-2.319896949,-3.242642399,-4.927406987,-5.553915267,-4.267462995,-3.848144627,-2.649125012,2.0469587868,0.9665992829,-0.685844081,-1.651671629,-2.443487251,-4.225512662,-5.229631034,-4.2376669,-3.190033589,-2.092708202
040,2,3,55,Wisconsin,5686986,5687285,5690538,5705840,5720825,5738012,5753199,5762927,5775170,5793147,5809319,5824581,5832655,3253,15302,14985,17187,15187,9728,12243,17977,16172,15262,8074,17549,67784,67672,66899,67101,67155,66843,65869,64434,63774,63122,11771,48473,47867,50034,49332,51257,51341,52407,53500,51828,54407,5778,19311,19805,16865,17769,15898,15502,13462,10934,11946,8715,1244,4390,6073,8235,7986,9310,8141,8239,6011,4466,4287,-3448,-8323,-10533,-7471,-10005,-15148,-11257,-3512,-653,-1182,-5055,-2204,-3933,-4460,764,-2019,-5838,-3116,4727,5358,3284,-768,-321,-76,-360,-442,-563,-332,-143,-212,-120,32,127,11.895709321,11.844575823,11.676403111,11.678664677,11.66277618,11.586486056,11.387827633,11.106949161,10.963477424,10.829668371,8.5067378425,8.3781225756,8.7328234096,8.5860402354,8.9017782542,8.899387828,9.0604363625,9.2221774233,8.9098238768,9.3344597296,3.3889714785,3.4664532477,2.9435797018,3.0926244414,2.7609979259,2.6870982277,2.3273912705,1.8847717373,2.053653547,1.4952086412,0.770420216,1.0629523137,1.4373186389,1.3899318357,1.6168631708,1.4111512496,1.4244077164,1.0361590372,0.7677562984,0.735508829,-1.460639512,-1.843582533,-1.303971773,-1.741330831,-2.630745791,-1.951274981,-0.607175616,-0.112562278,-0.203199271,-0.867272482,-0.690219296,-0.780630219,0.1333468658,-0.351398995,-1.01388262,-0.540123731,0.8172321004,0.9235967595,0.5645570273,-0.131763653
040,4,8,56,Wyoming,563626,563775,564531,567491,576656,582620,583159,586389,585243,579994,579054,580116,582328,756,2960,9165,5964,539,3230,-1146,-5249,-940,1062,2212,1986,7469,7439,7520,7723,7800,7706,7046,6762,6406,6367,1289,4444,4372,4613,4528,4821,4790,4753,4867,4994,5464,697,3025,3067,2907,3195,2979,2916,2293,1895,1412,903,219,-85,609,594,-127,860,530,795,708,173,174,-229,20,5272,2353,-2560,-598,-4609,-8372,-3549,-521,1129,-10,-65,5881,2947,-2687,262,-4079,-7577,-2841,-348,1303,69,0,217,110,31,-11,17,35,6,-2,6,13.195856618,13.003573841,12.973614566,13.249509555,13.338486321,13.154301009,12.09367708,11.668196658,11.052736009,10.954506196,7.8514375162,7.6423746249,7.9584154248,7.7681962019,8.2442105839,8.1766288391,8.1579970427,8.398271685,8.6165100891,9.4008829673,5.3444191014,5.3611992165,5.0151991415,5.4813133536,5.0942757373,4.9776721701,3.9356800376,3.2699249729,2.4362259203,1.5536232283,-0.15017376,1.0645485239,1.0247775336,-0.217880061,1.47065362,0.9047209363,1.364529276,1.2216922854,0.2984894364,0.2993692599,0.0353350023,9.2155990445,4.0594301961,-4.391913047,-1.022617285,-7.867658104,-14.36960893,-6.123991414,-0.898919054,1.9424591636,-0.114838758,10.280147568,5.0842077297,-4.609793108,0.4480363354,-6.962937168,-13.00507965,-4.902299128,-0.600429618,2.2418284236
040,X,X,72,Puerto Rico,3725789,3726157,3721525,3678732,3634488,3593077,3534874,3473232,3406672,3325284,3193344,3193553,3159343,-4632,-42793,-44244,-41411,-58203,-61642,-66560,-81388,-131940,209,-34210,9603,41243,40282,37871,35717,32967,30109,26233,22151,21503,19996,7138,30260,29742,29399,28831,29852,28391,29433,30692,29027,27959,2465,10983,10540,8472,6886,3115,1718,-3200,-8541,-7524,-7963,-7097,-53776,-54784,-49883,-65089,-64757,-68278,-78188,-123399,7733,-26247,0,0,0,0,0,0,0,0,0,0,0,-7097,-53776,-54784,-49883,-65089,-64757,-68278,-78188,-123399,7733,-26247,0,0,0,0,0,0,0,0,0,0,0,11.146369646,11.016214472,10.47960136,10.02167383,9.4082481058,8.7527384103,7.7935744084,6.7962153999,6.7334732343,6.2950818021,8.1780943554,8.1337632397,8.1352433358,8.0895617829,8.5192775338,8.2533128369,8.7442639257,9.4167054785,9.0895469271,8.8019699992,2.968275291,2.8824512322,2.3443580238,1.9321120473,0.8889705721,0.4994255734,-0.950689517,-2.620490079,-2.356073693,-2.506888197,-14.53354931,-14.98218295,-13.80354241,-18.26303239,-18.48059947,-19.84853277,-23.22890999,-37.86042094,2.4215201842,-8.263003204,0,0,0,0,0,0,0,0,0,0,-14.53354931,-14.98218295,-13.80354241,-18.26303239,-18.48059947,-19.84853277,-23.22890999,-37.86042094,2.4215201842,-8.263003204
